,Source,Restaurant Name,Author,Rating,Time,Review
430,Google,MADRAS RESTAURANT- True Taste of South India,Pratibha Pai,"Rated 1.0 out of 5,",4 years ago,"Never visit this place. Terrible service, low quality food . It took one hour to prepare our two Dosa,in spite of non peak hours, one person doing all the work. Wish I had read the reviews before visiting this place."
431,Google,MADRAS RESTAURANT- True Taste of South India,Rasna Dhami,"Rated 1.0 out of 5,",4 years ago,"When it first opened this place was great,  however over time they increased their prices ridiculously and when we found hair in our food and way too little potatoes the chef yelled at us and told the server to just give our money back. Then when giving us our money back they didn't have enough change to return it so we recieved short of what we actually paid."
432,Google,MADRAS RESTAURANT- True Taste of South India,Jaideep Koneru,"Rated 5.0 out of 5,",4 years ago,Delicious food and friendly service. I loved their Chicken 65 dish. Reasonable prices and good portion. Will be back
433,Google,MADRAS RESTAURANT- True Taste of South India,Teja Pandruvada,"Rated 5.0 out of 5,",2 years ago,"Had a lovely lunch here.nice,cozy place.the ambience is great.had a great menu with many south indian verities.service is within reasonable time.affordable price."
434,Google,MADRAS RESTAURANT- True Taste of South India,amlan jyoti,"Rated 5.0 out of 5,",a year ago,I felt like I was in India. They provide authentic Indian food. I would like to visit them again.
435,Google,MADRAS RESTAURANT- True Taste of South India,karthika ranganathan,"Rated 1.0 out of 5,",2 years ago,Food was horrible..the quantity and quality was bad. Service was bad.Nothing MADRAS about the place. I wasted 3$ for clearly frozen chapathi. No seafood. Worst worst worst experience!!!
436,Google,MADRAS RESTAURANT- True Taste of South India,Navdeep Mall,"Rated 5.0 out of 5,",a year ago,Awesome taste! I ordered masala dosa and it was amazing 🤩
437,Google,MADRAS RESTAURANT- True Taste of South India,Nithyanandam Dharmadass,"Rated 2.0 out of 5,",11 months ago,Dosa - crispy and deliciousAll sides for dosa - patheticChicken pakoda- worst
438,Google,MADRAS RESTAURANT- True Taste of South India,Pooja Shah,"Rated 1.0 out of 5,",6 years ago,"Waited about 30 mins for cold and tasteless dosa! Left without eating it. Worst thing you have to pay first..Please do not go to this place, save your time and money. I wish this place should be close soon."
439,Google,MADRAS RESTAURANT- True Taste of South India,N B,"Rated 1.0 out of 5,",4 years ago,"This is one of the worst places to eat South Indian food, the food is very expensive and the plates and spoons they provided does not appear to be cleaned , I was brutally intimidated before my partner for taking to this place without looking at reviews"
440,Google,MADRAS RESTAURANT- True Taste of South India,Anmoljit Kaur,"Rated 5.0 out of 5,",a year ago,Super yummy food.. must try
441,Google,MADRAS RESTAURANT- True Taste of South India,Rahul Patel,"Rated 1.0 out of 5,",6 years ago,Worst dosa place i have ever visit. Do not waste your money at this place.You have to pay first for flavourless food. The girl was working over there was rude and do not even care about customer serivce.
442,Google,MADRAS RESTAURANT- True Taste of South India,Anika Mengi,"Rated 5.0 out of 5,",4 years ago,One of the best places to have delicious South Indian dishes. The food is very tasty and service is quick.
443,Google,MADRAS RESTAURANT- True Taste of South India,Soujanya Bapatla,"Rated 5.0 out of 5,",2 years ago,"Had a blast last evening....in spite of heavy flow on Xmas, staff were very cordial and at their best in making us feel comfortable...I am pleased to write this as I am very much satisfied with overall hospitality....food as usual awesome.....kudos to entire team..."
444,Google,MADRAS RESTAURANT- True Taste of South India,Adnan Asim,"Rated 5.0 out of 5,",4 years ago,"This place is awsome food is very tasty, my family enjoyed a lot. I suggest everyone to come and enjoy GREAT DOSA from there artist chef."
445,Google,MADRAS RESTAURANT- True Taste of South India,Manish Chaudhary,"Rated 4.0 out of 5,",4 months ago,A fine taste of South Indian food.
446,Google,MADRAS RESTAURANT- True Taste of South India,Anshuman Sharvesh,"Rated 4.0 out of 5,",2 years ago,"Decent place for dosa, I will not say one of the best dosa place in Toronto but is really good if you are in the vicinity."
447,Google,MADRAS RESTAURANT- True Taste of South India,Madhu Latha,"Rated 5.0 out of 5,",7 months ago,Trust me....Food is amazing. Best restaurant❤️❤️
448,Google,MADRAS RESTAURANT- True Taste of South India,BHARADWAJ CHAKRAPANI,"Rated 1.0 out of 5,",5 years ago,"Worst South Indian restaurant ever , no service , they dint even bother to clean the table and change the drinking glasses , food was so bad . Don't even bother to eat in this place"
449,Google,MADRAS RESTAURANT- True Taste of South India,sakunala prasanth,"Rated 5.0 out of 5,",2 years ago,Healthy and delicious food. My friends couldn't stop eating and they really liked it. I have experience with restaurants and in my opinion this is the best
450,Google,MADRAS RESTAURANT- True Taste of South India,Mugdha Pachnanda,"Rated 3.0 out of 5,",a year ago,The food does not taste that good. Nice location and a staff though. Do not worry about the parking.
451,Google,MADRAS RESTAURANT- True Taste of South India,Yad Bhara,"Rated 5.0 out of 5,",4 months ago,Good food ever and very nice staff
452,Google,MADRAS RESTAURANT- True Taste of South India,tarun kumar,"Rated 5.0 out of 5,",2 years ago,This is a nice restaurant .Their food is very awesome and I like the interior and their treating customers is very nice .  i think that In Canada this is only one Indian restaurant which makes quality food . 😋😋😋
453,Google,MADRAS RESTAURANT- True Taste of South India,vijesh,"Rated 5.0 out of 5,",2 years ago,Very neat and good maintenance.this is my third visit to this place and I'm not at all bored.they have many verities to try and I enjoyed them.you must try onion dosa here
454,Google,MADRAS RESTAURANT- True Taste of South India,Sefali G,"Rated 5.0 out of 5,",6 months ago,Love the taste of the dosa. So good
455,Google,MADRAS RESTAURANT- True Taste of South India,divya puttagunta,"Rated 5.0 out of 5,",2 years ago,A perfect blend of taste together with my famSpecially of mutton Biryani.Loved it enjoyed it..
456,Google,MADRAS RESTAURANT- True Taste of South India,Rajasekhar Kannikanti,"Rated 5.0 out of 5,",2 years ago,"It is good experience , staff is very friendly,atmosphere is very clean ,food is authentic, perfectly southern India style, i like it"
457,Google,MADRAS RESTAURANT- True Taste of South India,ASHRIV SHARMA,"Rated 1.0 out of 5,",4 years ago,Worst South Indian restaurant ever tried. Zero Star !!They should probably shut down rather than spoiling the name for south indian food.If you are here there are many other options to try for South Indian restaurants.
458,Google,MADRAS RESTAURANT- True Taste of South India,Dhanpreet Singh (ND Singh),"Rated 3.0 out of 5,",5 years ago,"I use to visit this location before... today I came after long time only... my today's visit in one word - disappointedToday I had Wada, Idli and Ghee Dosa...Dosa was worse of all of above...Today if I have to say one thing I like was there service not the food... only sambhar was on little like side..."
459,Google,MADRAS RESTAURANT- True Taste of South India,Jatinder Kang,"Rated 1.0 out of 5,",3 years ago,"Not sure about Dine in. But , Take away never ever . Specially Paneer Tikka dosa never order it . I did not feel Dosa was worth my Money"
460,Google,MADRAS RESTAURANT- True Taste of South India,Veno Satkunalingam,"Rated 1.0 out of 5,",3 years ago,Ordered vaadai it was hard as a rock...ordered parotta it tasted like frozen roti heated up...also the service was bad the waitress had soo much attitude
461,Google,MADRAS RESTAURANT- True Taste of South India,Simarjot Singh,"Rated 5.0 out of 5,",2 years ago,Small places but packs an amazing south indian meal - must visit for some dosa and filter coffee
462,Google,MADRAS RESTAURANT- True Taste of South India,Tiara Thomas,"Rated 5.0 out of 5,",3 years ago,"Good and fast service, wide variety of South Indian cuisine, overall great food!! Highly recommended."
463,Google,MADRAS RESTAURANT- True Taste of South India,Vidyakar Gopinath,"Rated 1.0 out of 5,",3 years ago,Had a very bad experience when I went in for dinner. Staff were hiding inside the kitchen and seemed like they didn’t want to serve us. The food was just as bad as the service.
464,Google,MADRAS RESTAURANT- True Taste of South India,Man Deep,"Rated 5.0 out of 5,",a year ago,Whenever I  went there  the service  is  very  well  even   the things  they  make  soo  delicious really.... also  reasonable prices...
465,Google,MADRAS RESTAURANT- True Taste of South India,Anmoldeep Singh,"Rated 1.0 out of 5,",6 months ago,Disgusting Dosa not even worth a penny😡
466,Google,MADRAS RESTAURANT- True Taste of South India,Vishal Borad,"Rated 1.0 out of 5,",4 years ago,"Worst restaurant of Brampton. very very poor service. No one looks after you because you pay before you eat so they don’t care about you. I will give zero star .poor quality of  food.You need find space by yourself ,they don't assist. They even don't says ,you have to order at counter.Worst worst restaurant."
467,Google,MADRAS RESTAURANT- True Taste of South India,Sunny Babbar,"Rated 1.0 out of 5,",3 years ago,"Food was bland, but the customer service was horrible. We had to ask for plates and if there are 2 person eating atleast being a 2nd glass for water."
468,Google,MADRAS RESTAURANT- True Taste of South India,Russ P,"Rated 4.0 out of 5,",3 years ago,Lovely restaurant! Great Food... Esspecially those combos are awesome. Price to Quantity is excellent!Definitely recommend this place
469,Google,MADRAS RESTAURANT- True Taste of South India,Puneet Luthra,"Rated 1.0 out of 5,",2 years ago,"Pathetic overpriced food. Even though read bad reviews online, tried it out for fun, had to throw away most of the food."
470,Google,MADRAS RESTAURANT- True Taste of South India,Navneet Kaur,"Rated 3.0 out of 5,",3 years ago,"Great services and good food..Been there many times, food is always delicious,just ordered once by skip the dishes and it smelled so bad and made me nahseated"
471,Google,MADRAS RESTAURANT- True Taste of South India,K Rahul Kumar,"Rated 5.0 out of 5,",3 years ago,"My goodness, the Chicken Dosa is magnificent! I ate 5 in a row.Pepper chicken and goat curry is good too.."
472,Google,MADRAS RESTAURANT- True Taste of South India,deep parhar,"Rated 1.0 out of 5,",4 years ago,They gave frozen naan heatd in microwave..probable bought from cheap grocery store....waited 30 min ...doesnt have combo but it still in menu....terrible place.
473,Google,MADRAS RESTAURANT- True Taste of South India,paul paul,"Rated 5.0 out of 5,",4 years ago,"The food is amazing. It has fast service, with amazing quality and just the right portion of food per serve. Strongly recommend."
